object_id,name,faction,entity_class,type_group,marking,seq,time,time_s,event_id,template,task_kind,action_label,task_type,script_id,ref_id,ref_kind,in_scnx,note
FR-T69-005,서측 전차 5,BLUE,T-69 MBT,차량/장갑차 - M2HB 계열,FRT69005,1,02:54,174,E00685,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-001,동측 전차 1,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80001,1,03:00,180,E00687,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-001,동측 전차 1,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80001,2,05:38,338,E00966,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-002,동측 전차 2,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80002,1,03:01,181,E00689,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-002,동측 전차 2,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80002,2,05:38,338,E00968,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-T80-003,동측 전차 3,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80003,1,03:02,182,E00691,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-003,동측 전차 3,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80003,2,05:38,338,E00970,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-004,동측 전차 4,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80004,1,03:03,183,E00693,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-T80-004,동측 전차 4,BLUE,T-80 MBT,차량/장갑차 - M2HB 계열,FRT80004,2,05:38,338,E00972,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-TRK1-001,탄약 보급차 1,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1001,1,03:23,203,E00709,moveTo,move,좌표로 이동,move-to-location-task,,LOC_남측제1방어선,COORD,Y,
FR-TRK1-001,탄약 보급차 1,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1001,2,05:40,340,E00988,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-TRK1-001,탄약 보급차 1,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1001,3,06:25,385,E01206,moveTo,set_speed,속도 지정,set-speed,,,,Y,
FR-TRK1-001,탄약 보급차 1,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1001,4,06:25,385,E01206,moveTo,move_slow,좌표로 이동,move-to-location-task,,LOC_포병진지또는방어선후방,COORD,Y,
FR-TRK1-002,탄약 보급차 2,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1002,1,03:24,204,E00711,moveTo,move,좌표로 이동,move-to-location-task,,LOC_남측제1방어선,COORD,Y,
FR-TRK1-002,탄약 보급차 2,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1002,2,05:40,340,E00990,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-TRK1-002,탄약 보급차 2,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1002,3,06:26,386,E01208,moveTo,set_speed,속도 지정,set-speed,,,,Y,
FR-TRK1-002,탄약 보급차 2,BLUE,M1028 FMTV Canvas Cargo Truck,차량/장갑차 - M2HB 계열,FRTRK1002,4,06:26,386,E01208,moveTo,move_slow,좌표로 이동,move-to-location-task,,LOC_포병진지또는방어선후방,COORD,Y,
FR-TRK2-001,포탄 보급차 1,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2001,1,03:28,208,E00713,moveTo,move,좌표로 이동,move-to-location-task,,LOC_남측제1방어선,COORD,Y,
FR-TRK2-001,포탄 보급차 1,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2001,2,05:40,340,E00992,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-TRK2-001,포탄 보급차 1,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2001,3,06:30,390,E01210,moveTo,set_speed,속도 지정,set-speed,,,,Y,
FR-TRK2-001,포탄 보급차 1,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2001,4,06:30,390,E01210,moveTo,move_slow,좌표로 이동,move-to-location-task,,LOC_포병진지또는방어선후방,COORD,Y,
FR-TRK2-002,포탄 보급차 2,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2002,1,03:29,209,E00715,moveTo,move,좌표로 이동,move-to-location-task,,LOC_남측제1방어선,COORD,Y,
FR-TRK2-002,포탄 보급차 2,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2002,2,05:40,340,E00994,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
FR-TRK2-002,포탄 보급차 2,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2002,3,06:31,391,E01212,moveTo,set_speed,속도 지정,set-speed,,,,Y,
FR-TRK2-002,포탄 보급차 2,BLUE,M1083A1 FMTV Flatbed Truck,차량/장갑차 - M2HB 계열,FRTRK2002,4,06:31,391,E01212,moveTo,move_slow,좌표로 이동,move-to-location-task,,LOC_포병진지또는방어선후방,COORD,Y,
FR-ZPU-001,대공화기 1,BLUE,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,FRZPU001,1,03:32,212,E00717,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-ZPU-001,대공화기 1,BLUE,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,FRZPU001,2,05:41,341,E00996,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-ZPU-002,대공화기 2,BLUE,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,FRZPU002,1,03:33,213,E00719,moveTo,move,좌표로 이동,move-to-location-task,,LOC_중앙킬존남측,COORD,Y,
FR-ZPU-002,대공화기 2,BLUE,ZPU-4 AA Gun,차량/장갑차 - M2HB 계열,FRZPU002,2,05:41,341,E00998,moveTo,move,좌표로 이동,move-to-location-task,,LOC_목표A남측,COORD,Y,
